,Unnamed: 0_x,Content ID,Reaction Type,Datetime,Unnamed: 0_y,Content Type,Category,Unnamed: 0,Sentiment,Score,Top 5 Category
64,67,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20 14:06:31,2,photo,healthy eating,8,positive,70,healthy eating
65,68,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24 12:15:34,2,photo,healthy eating,9,positive,72,healthy eating
66,69,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06 01:27:19,2,photo,healthy eating,4,positive,30,healthy eating
67,70,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25 00:09:41,2,photo,healthy eating,0,positive,60,healthy eating
68,71,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14 07:56:56,2,photo,healthy eating,10,positive,50,healthy eating
69,72,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-05 18:00:42,2,photo,healthy eating,10,positive,50,healthy eating
70,73,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18 23:37:37,2,photo,healthy eating,3,negative,5,healthy eating
71,74,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09 02:42:43,2,photo,healthy eating,4,positive,30,healthy eating
72,75,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11 08:38:47,2,photo,healthy eating,11,negative,10,healthy eating
73,76,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12 08:00:05,2,photo,healthy eating,13,neutral,35,healthy eating
74,77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21 16:57:09,2,photo,healthy eating,0,positive,60,healthy eating
75,78,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04 23:58:54,2,photo,healthy eating,7,positive,75,healthy eating
76,79,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09 16:47:07,2,photo,healthy eating,1,positive,70,healthy eating
77,80,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01 19:16:01,2,photo,healthy eating,3,negative,5,healthy eating
78,81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23 22:46:17,2,photo,healthy eating,11,negative,10,healthy eating
79,82,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-12-11 14:08:51,2,photo,healthy eating,14,negative,15,healthy eating
80,83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23 23:41:18,2,photo,healthy eating,11,negative,10,healthy eating
81,84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13 00:33:42,2,photo,healthy eating,1,positive,70,healthy eating
82,85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09 10:13:56,2,photo,healthy eating,4,positive,30,healthy eating
83,86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29 19:41:49,2,photo,healthy eating,6,positive,65,healthy eating
84,87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14 12:47:27,2,photo,healthy eating,0,positive,60,healthy eating
85,88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04 05:40:33,2,photo,healthy eating,2,negative,0,healthy eating
86,89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07 04:09:29,2,photo,healthy eating,9,positive,72,healthy eating
87,90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23 21:19:27,2,photo,healthy eating,9,positive,72,healthy eating
88,91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14 23:53:51,2,photo,healthy eating,9,positive,72,healthy eating
89,92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,2020-08-04 19:26:08,2,photo,healthy eating,15,negative,12,healthy eating
90,93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12 04:54:46,2,photo,healthy eating,4,positive,30,healthy eating
91,95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03 12:17:12,3,photo,technology,15,negative,12,technology
92,96,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27 22:15:54,3,photo,technology,1,positive,70,technology
93,97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27 05:45:15,3,photo,technology,0,positive,60,technology
94,98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15 09:11:23,3,photo,technology,14,negative,15,technology
95,99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07 09:16:35,3,photo,technology,0,positive,60,technology
96,100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16 08:39:40,3,photo,technology,3,negative,5,technology
97,101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29 15:38:26,3,photo,technology,5,neutral,20,technology
98,103,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24 18:03:26,4,video,food,14,negative,15,Other
99,105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25 20:02:53,5,GIF,cooking,4,positive,30,cooking
100,106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02 03:45:03,5,GIF,cooking,3,negative,5,cooking
101,107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28 08:49:29,5,GIF,cooking,1,positive,70,cooking
102,108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15 13:06:04,5,GIF,cooking,13,neutral,35,cooking
103,109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04 21:25:52,5,GIF,cooking,11,negative,10,cooking
104,110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23 22:12:03,5,GIF,cooking,6,positive,65,cooking
105,111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16 04:01:15,5,GIF,cooking,8,positive,70,cooking
106,112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03 08:44:25,5,GIF,cooking,4,positive,30,cooking
107,113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25 12:45:41,5,GIF,cooking,9,positive,72,cooking
108,114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2020-12-03 16:47:33,5,GIF,cooking,10,positive,50,cooking
109,115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22 21:03:24,5,GIF,cooking,10,positive,50,cooking
110,116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18 13:39:54,5,GIF,cooking,8,positive,70,cooking
111,117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06 00:35:24,5,GIF,cooking,5,neutral,20,cooking
112,118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14 14:33:17,5,GIF,cooking,9,positive,72,cooking
113,119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27 15:21:54,5,GIF,cooking,15,negative,12,cooking
114,120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21 02:12:26,5,GIF,cooking,13,neutral,35,cooking
115,121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26 06:09:46,5,GIF,cooking,11,negative,10,cooking
116,122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25 03:16:57,5,GIF,cooking,11,negative,10,cooking
117,123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07 22:50:16,5,GIF,cooking,12,positive,45,cooking
118,124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2020-10-24 14:06:32,5,GIF,cooking,5,neutral,20,cooking
119,125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01 21:18:45,5,GIF,cooking,13,neutral,35,cooking
120,126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10 22:07:25,5,GIF,cooking,9,positive,72,cooking
121,128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12 16:37:36,6,video,dogs,8,positive,70,Other
122,129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28 15:22:49,6,video,dogs,0,positive,60,Other
123,130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24 00:38:50,6,video,dogs,12,positive,45,Other
124,131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18 01:53:44,6,video,dogs,15,negative,12,Other
125,132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14 07:21:32,6,video,dogs,2,negative,0,Other
126,133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23 04:11:42,6,video,dogs,0,positive,60,Other
127,134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21 07:23:46,6,video,dogs,3,negative,5,Other
128,135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28 23:25:16,6,video,dogs,10,positive,50,Other
129,136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16 07:33:24,6,video,dogs,13,neutral,35,Other
130,137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2020-11-08 10:53:19,6,video,dogs,5,neutral,20,Other
131,138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06 05:23:29,6,video,dogs,0,positive,60,Other
132,139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13 23:35:56,6,video,dogs,2,negative,0,Other
133,140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06 22:35:47,6,video,dogs,1,positive,70,Other
134,141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24 09:31:00,6,video,dogs,4,positive,30,Other
135,142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07 21:39:16,6,video,dogs,3,negative,5,Other
136,143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21 18:28:01,6,video,dogs,12,positive,45,Other
137,144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27 00:21:50,6,video,dogs,11,negative,10,Other
138,145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22 12:06:49,6,video,dogs,15,negative,12,Other
139,146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03 06:29:58,6,video,dogs,8,positive,70,Other
140,147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-08-02 06:20:43,6,video,dogs,14,negative,15,Other
141,148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04 04:57:36,6,video,dogs,1,positive,70,Other
142,149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21 09:07:21,6,video,dogs,7,positive,75,Other
143,150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26 19:46:34,6,video,dogs,11,negative,10,Other
144,151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02 22:47:19,6,video,dogs,14,negative,15,Other
145,152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31 09:48:00,6,video,dogs,5,neutral,20,Other
146,153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14 13:44:48,6,video,dogs,4,positive,30,Other
147,154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27 17:04:31,6,video,dogs,14,negative,15,Other
148,155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11 03:51:01,6,video,dogs,14,negative,15,Other
149,156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07 19:07:35,6,video,dogs,4,positive,30,Other
150,157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-28 08:31:27,6,video,dogs,4,positive,30,Other
151,158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26 05:27:32,6,video,dogs,4,positive,30,Other
152,159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26 18:43:58,6,video,dogs,15,negative,12,Other
153,160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25 13:01:22,6,video,dogs,14,negative,15,Other
154,161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11 05:51:54,6,video,dogs,0,positive,60,Other
155,162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19 16:23:19,6,video,dogs,0,positive,60,Other
156,163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11 18:31:06,6,video,dogs,4,positive,30,Other
157,164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02 20:15:03,6,video,dogs,0,positive,60,Other
158,165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01 03:35:13,6,video,dogs,1,positive,70,Other
159,166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11 20:10:20,6,video,dogs,2,negative,0,Other
160,167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-02-07 15:59:10,6,video,dogs,1,positive,70,Other
161,168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17 11:46:24,6,video,dogs,3,negative,5,Other
162,169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09 19:41:24,6,video,dogs,10,positive,50,Other
163,170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01 02:40:09,6,video,dogs,6,positive,65,Other
164,171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30 09:36:48,6,video,dogs,9,positive,72,Other
165,173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31 15:24:36,7,video,technology,1,positive,70,technology
166,174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05 17:00:19,7,video,technology,7,positive,75,technology
167,175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19 16:29:59,7,video,technology,0,positive,60,technology
168,176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25 00:00:21,7,video,technology,15,negative,12,technology
169,178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13 02:38:53,8,photo,soccer,9,positive,72,Other
170,179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13 13:11:03,8,photo,soccer,5,neutral,20,Other
171,180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02 16:46:38,8,photo,soccer,15,negative,12,Other
172,181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26 02:25:57,8,photo,soccer,12,positive,45,Other
173,182,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25 19:18:58,8,photo,soccer,1,positive,70,Other
174,183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01 00:15:07,8,photo,soccer,3,negative,5,Other
175,184,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04 14:36:48,8,photo,soccer,6,positive,65,Other
176,185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19 13:38:44,8,photo,soccer,9,positive,72,Other
177,186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22 02:08:07,8,photo,soccer,8,positive,70,Other
178,187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,2020-06-26 10:33:08,8,photo,soccer,7,positive,75,Other
179,188,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15 18:16:38,8,photo,soccer,10,positive,50,Other
180,189,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26 13:42:17,8,photo,soccer,6,positive,65,Other
181,191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14 00:56:54,9,photo,public speaking,1,positive,70,Other
182,192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21 21:27:18,9,photo,public speaking,5,neutral,20,Other
183,193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29 06:57:35,9,photo,public speaking,11,negative,10,Other
184,194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20 16:11:03,9,photo,public speaking,1,positive,70,Other
185,195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02 06:09:02,9,photo,public speaking,10,positive,50,Other
186,196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24 15:37:55,9,photo,public speaking,5,neutral,20,Other
187,197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07 14:42:05,9,photo,public speaking,0,positive,60,Other
188,198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04 02:46:37,9,photo,public speaking,14,negative,15,Other
189,199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07 14:08:59,9,photo,public speaking,9,positive,72,Other
190,200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2020-07-06 11:18:23,9,photo,public speaking,13,neutral,35,Other
191,201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27 04:56:15,9,photo,public speaking,10,positive,50,Other
192,202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21 21:25:27,9,photo,public speaking,12,positive,45,Other
193,203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22 01:25:23,9,photo,public speaking,8,positive,70,Other
194,204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14 11:45:51,9,photo,public speaking,13,neutral,35,Other
195,205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15 19:28:53,9,photo,public speaking,15,negative,12,Other
196,206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21 14:39:14,9,photo,public speaking,12,positive,45,Other
197,207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07 03:15:32,9,photo,public speaking,7,positive,75,Other
198,208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24 06:56:18,9,photo,public speaking,8,positive,70,Other
199,209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30 14:05:52,9,photo,public speaking,0,positive,60,Other
200,210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-07-19 19:28:53,9,photo,public speaking,0,positive,60,Other
201,211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21 07:08:24,9,photo,public speaking,14,negative,15,Other
202,212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31 13:48:15,9,photo,public speaking,14,negative,15,Other
203,213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24 03:24:57,9,photo,public speaking,3,negative,5,Other
204,214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27 01:44:22,9,photo,public speaking,2,negative,0,Other
